28,            Distinguishing navigation links from controls: Navigation links should be clearly distinguishable from controls activating some action. Typical action types in user interfaces include manipulating application data, performing searches, communication actions, such as opening a new e-mail window or starting a chat function, and presentation-related actions, such as sorting a list of search results.           
29,            Providing printable document versions: If a document is either too long, dispersed over several pages or in a specific layout that is not suitable for online reading, a printer-friendly version of the document should be provided that prints the content in a form acceptable to the user (e.g. in the expected layout, paper format, or orientation).           
30,            Use of “white space”: “White space” on a page i.e. space filled only with the background color should be used in such a way that it does not impair the visual skimming of the page. While white space is an important means of visually organizing the different content elements on a page, if the distance between the blocks of information displayed becomes too large, rapid skimming of the page can be impeded.           
31,            Selecting appropriate page lengths The length of a page should be selected so as to support the primary purpose and use of the page. Short pages are generally more appropriate for homepages, navigation pages, or overview pages that need to be read quickly. Longer pages can be more appropriate when users want to read the content without interruptions or when the page needs to match a paper counterpart.           
32,            Using colour: Colour should be used with care, taking into account human capabilities and restrictions in perceiving colour, and not as the only means of conveying information. Color should never be the only means of coding. Some users may have difficulties in perceiving certain colors or color combinations (color-blindness).           
33,            Using frames with care: If frames are used, care should be taken to avoid possible problems, for example, those involving the use of the back button, bookmarking of pages, or scrolling of information. When frames are used, it is important to title each frame, and to describe its purpose and how frames relate to one another other.           
34,            Providing alternatives to frame-based presentation: If frames are used, an alternative way of presenting relevant information without frames should be provided. Providing alternative text-only pages: When style sheets and/or frames are turned off it should be possible for the user to read and understand the page; alternatively, the user should be provided with an equivalent alternative text-only page.           
35,           Consistent page layout: Pages should be designed using consistent layout schemes, supporting the user in finding similar information at the same position on different pages. Overall layout schemes apply to all pages and are preferable when all pages have a similar structure. Frequently, however, different pages have different purposes and types of content. In such cases, pages can usually be grouped in different categories, using one layout scheme for each category consistently.           
36,            Placing title information consistently: Page titles should be placed in a consistent location on the different pages.           
37,            Observing principles of human perception When designing application pages, the general principles of human perception should be taken into account. The International Standards mentioned below shall be consulted for guidance. Practical guidelines for presenting information to the user are to be found in ISO 9241-12. Guidance on selecting and using different forms of interaction techniques is to be found in ISO 9241-14 to ISO 9241-17. ISO 9241-14 gives guidance about menus, ISO 9241-15 about command dialogues, ISO 9241-16 about direct manipulation and ISO 9241-17 about forms. In addition, when designing multimedia information presentations, the design principles and recommendations described in ISO 14915-1 to ISO 14915-3 should be taken into account. Appropriate content presentation also plays a key role in accessibility.           
38,            Linking back to the home page or landmark pages: Each page should contain a link leading to the home page of the application or to a landmark page that is easy to recognize for the user.           
39,            Providing a site map: A separate navigation overview such as a site map should be provided for application showing the structure of the site in an overview form.           
40,            Consistency between navigation components and content: If navigation components (or overviews) are shown in conjunction with associated content, consistency between the navigation component and the content shown should be maintained by indicating in the navigation component (e.g. highlighting) the topic currently visible in the content area.           
41,            Placing navigation components consistently: Navigation components should be placed consistently on the pages or in the framesets in the pages of the application.           
42,            Individualization and user adaptation : Adapting the content and the navigation of a user interface to individual users or user groups can be a useful mechanism for providing information that is of interest to the users and for making access to relevant information more efficient. User adaptation can also be important for making the user interface more accessible. Different approaches can be used for achieving these goals, like providing users with means for customizing the user interface to their personal needs i.e. individualization designing content and navigation differently for varying user groups or roles i.e. such as employees of different levels, citizens etc, monitoring the user’s behaviour and adapting to the user’s goals that are inferred from the behaviour observed, recommending information that is potentially more relevant or interesting to the specific user, based on the behaviour of all users or a user group.           
43,            Taking account of the users’ tasks and information needs: When providing different access paths or navigation structures for different user groups, the tasks and information needs of these user groups should be taken into consideration.           
44,            Making individualization and adaptation evident: It should be made evident to the user when individualization and/or adaptation are used.           
45,            Making user profiles evident: If predefined user profiles or user-specified profiles are used for individualizing or adapting content, the profile currently used should be made evident. If profiles are used, it is important to provide users with information about this concept and its implications.           
46,            Allowing users to see and change profiles: If user-specified profiles are used, users should be able to see, modify and delete that profile on demand.           
47,            The user interfaces of the system should follow the guidelines specified under www.usability.gov           
1,             The System must be available to users:                            from <xx:00> to <xx:00>;                 on <all weekdays/xxx days per year>.                        
2,            The planned downtime for the System must not exceed <xx> hours per <rolling three month period>.           The System is considered to be down if any user is unable to perform any normal System function and if this failure is attributed to any component of the System other than the workstation.           
3,            Unplanned downtime for the System must not exceed <xx hours/minutes> per <rolling three month period>.           
4,            The number of incidents of unplanned downtime for the System must not exceed <x> per <rolling three month period>.           
5,            In the event of any software or hardware failure, it must be possible to restore the System (with inline synchronization) within no more than <xx> hours.           
1,            The System must provide adequate response times for commonly performed functions under both standard and peak conditions           
2,            The System must be able to perform a simple search within 5-8 seconds and a advanced search (multiple search criteria) within 10-15 seconds regardless of the storage capacity or number of cases in the system. In this context, performing a search means returning a result list. It does not include retrieving the records themselves.           
3,            The System must be able to retrieve and display within 5-8 seconds the case which has been accessed within the previous 2 months, regardless of storage capacity or number of cases in the system. This requirement is intended to allow for rapid retrieval of frequently-used cases, on the understanding that frequency of use is typically correlated with recent use.           
4,            The System must be able to retrieve and display within 20 seconds the case which has not been accessed within the previous 2 months, regardless of storage capacity or number of cases in the system. This requirement is intended to allow for cases where cases used infrequently are stored on slower media than more active records.           
5,            The System be scaleable and must not have any features which would preclude use in small or large police stations, with varying numbers of cases handled.           
1,             The system should support multilingual interface            
2,                 The system should be designed in manner that operational data is not lost in case of any                failure of equipment or communication network.            
3,              The system should work even in an offline mode with the critical functionality            
4,             The system should be designed to have satisfactory performance even in Police Stations                connected on low-bandwidth            
5,             The system should be implemented using Service Oriented Architecture (SOA) and have a                modular design            
6,              The system should be developed on Open Standards            
7,             The system should be built on a common User Access and Authentication Service to                ensure Single-Sign on for the end-user            
8,              The system should be developed for a centralized deployment and maintenance            
9,              The system should be developed to be deployed in a 3-tier datacenter architecture            
10,                 The system should be designed to have a n-tier architecture with the presentation logic                separated from the business logic that is again separated from the data-access logic            
11,                 The system should be extensible to provide access to the interfaces through PDA’s and                mobile data terminals            
12,              The system should adopt standardized formats and common metadata elements            
13,                 The system should be designed for access through browser-based systems and must                impose minimal requirements on the client device            
14,              The system must support multiple types of communication services for remote access            
15,             The system should have capability to support public access to a subset of data and                functionality            
16,              The system should support multi-tier authentication where required            
17,              The system should support SSL encrypted connections            
18,              The system should support secure virtual private network connections            
19,              The system should use HTTPS as the communication protocol, i.e., HTTP over an encrypted secure socket layer (SSL)            
20,             The system should run on multiple browsers            
21,             The system should support selective encryption of the stored data            
22,             The system should ensure secure transmission of data over the network and utilize SSL and 2-way digital signatures            
23,             The system should ensure high standards of security and access control through:                            Prevent cross-site scripting                Validate the incoming data / user request                Encode the incoming data / user request                Prevent SQL Injection                Utilize parameterized queries                Sanitize the user-inputs                Validate the data both at the client and server                Do not allow hard delete and perform only soft tagging the row for deletion                        
24,             The system should ensure high scalability and performance through:                            Use of cache for storing frequent data                Use of AJAX based technology to improve user experience. Aggressive page loading to be considered based on the screen and estimate usage pattern                Leverage Asynchronous HTTP socket capabilities of web server for scalability and performance                Host all the static content (documents, images) on the web server                The search results should be fetched from the database in batches of 10 or 20 maximum                    as configured within the application                Display of records on the screen in batches/paged manner                The search should fetch only the fields that need to be displayed to the user. Only when                    the user clicks on a particular record to view its further details should a query be fired to                    fetch the additional details for this particular record only                A hierarchical cache should be configured and used for caching of results of most frequently used searches                Database Indexes should be applied on the key columns used for searching                        
